,[Measurement,Info,Unnamed: 2,average_1,average_2,average_3,average_4,average_5,average_6,average_7,average_8,average_9,average_10
364,19:15:04,40.008121,116.477807,-68.28367346938775,-89.80499999999998,-92.51200000000004,-88.15499999999996,-84.81299999999997,-116.15099999999995,-117.836,-119.15500000000003,-119.682,-118.01283673469385
366,19:15:06,40.008106,116.477821,-69.19591836734696,-89.051,-91.61799999999995,-95.08300000000003,-80.40400000000001,-115.99800000000003,-117.36300000000001,-117.72600000000003,-116.758,-115.11695918367344
368,19:15:06,40.008101,116.477826,-76.86632653061226,-81.061,-82.15600000000002,-84.11800000000002,-81.42700000000004,-113.68700000000007,-116.63499999999998,-115.63999999999999,-112.65100000000001,-110.23966326530613
369,19:15:07,40.008097,116.47783,-78.17040816326531,-83.983,-84.57699999999998,-84.15100000000002,-80.977,-115.50499999999997,-118.31299999999999,-118.66200000000002,-120.49500000000002,-115.98170408163267
371,19:15:07,40.008088,116.477839,-78.47346938775509,-87.72500000000004,-85.064,-89.09499999999998,-82.82499999999996,-114.81700000000001,-116.59600000000005,-117.59199999999996,-115.13799999999998,-115.00173469387751
372,19:15:08,40.008077,116.47785,-68.1530612244898,-92.76999999999998,-95.80999999999996,-97.88899999999995,-98.89399999999998,-117.74,-119.15100000000002,-119.03799999999995,-120.024,-118.14453061224492
373,19:15:08,40.008072,116.477855,-82.30408163265305,-92.62800000000001,-94.19699999999999,-99.22600000000003,-95.66800000000003,-116.695,-118.98699999999995,-118.79700000000003,-118.56000000000006,-115.00804081632651
375,19:15:08,40.008064,116.477863,-83.95918367346938,-93.75699999999998,-92.56999999999995,-98.68799999999999,-94.936,-117.85199999999999,-118.572,-117.81200000000004,-118.00300000000003,-118.82059183673468
376,19:15:09,40.008057,116.47787,-84.50408163265305,-97.17900000000004,-93.42400000000005,-96.81200000000001,-96.22900000000003,-117.23099999999998,-119.286,-119.34699999999995,-120.24399999999996,-117.57604081632651
377,19:15:09,40.008049,116.477877,-83.24285714285709,-93.74000000000005,-94.594,-95.84700000000002,-99.017,-116.76099999999995,-117.98399999999998,-117.47599999999998,-115.75400000000002,-112.46142857142857
378,19:15:09,40.008042,116.477885,-66.36020408163263,-94.83400000000002,-96.417,-95.52099999999999,-98.74100000000003,-114.63899999999998,-118.32500000000006,-118.56499999999998,-116.94999999999996,-114.6956020408163
379,19:15:10,40.008034,116.477892,-65.1204081632653,-93.64600000000006,-92.04,-96.1,-97.74599999999995,-113.51500000000001,-116.49299999999995,-117.74700000000001,-113.969,-112.61220408163268
380,19:15:10,40.008027,116.477899,-64.31938775510203,-96.48099999999997,-95.53099999999999,-99.041,-95.74,-114.24900000000005,-117.42199999999995,-118.31399999999996,-118.07400000000001,-115.07819387755102
382,19:15:10,40.008019,116.477907,-63.465306122448965,-95.32500000000002,-92.46199999999999,-97.61600000000003,-98.94,-113.06100000000002,-116.85900000000005,-116.91700000000003,-116.64999999999998,-115.6116530612245
383,19:15:11,40.008011,116.477915,-64.44897959183675,-98.05599999999997,-97.903,-97.00200000000001,-100.90500000000002,-113.83899999999996,-116.707,-117.68000000000002,-117.24199999999999,-115.36048979591834
384,19:15:11,40.008002,116.477923,-62.948979591836746,-94.19400000000002,-97.83999999999997,-99.06699999999996,-101.62299999999999,-115.87200000000001,-117.6000000000001,-119.00099999999999,-116.59399999999997,-113.64448979591837
386,19:15:12,40.007986,116.477939,-63.65408163265305,-97.65799999999999,-98.456,-95.68999999999997,-102.70200000000003,-113.70100000000001,-116.70899999999996,-116.567,-115.99200000000002,-108.85054081632647
387,19:15:12,40.007977,116.477948,-67.20408163265309,-97.48899999999999,-98.60700000000003,-103.39600000000004,-100.27200000000005,-110.26899999999999,-116.91,-118.71800000000006,-106.87500000000001,-111.96204081632655
388,19:15:12,40.007968,116.477957,-66.7795918367347,-94.08799999999995,-95.21799999999999,-99.82000000000002,-101.47999999999995,-114.74699999999999,-116.94100000000005,-113.54099999999998,-114.39900000000002,-112.76079591836735
389,19:15:12,40.007959,116.477966,-65.87551020408162,-96.83199999999997,-96.86700000000006,-97.83499999999998,-103.86000000000004,-115.07999999999997,-117.025,-116.50900000000001,-115.80799999999992,-114.93575510204087
390,19:15:13,40.007951,116.477975,-66.36938775510203,-93.21099999999996,-94.76799999999997,-96.08299999999996,-105.13900000000004,-115.28199999999998,-117.07400000000001,-116.24800000000003,-116.20399999999998,-113.78369387755102
391,19:15:13,40.007942,116.477984,-65.25204081632653,-94.005,-96.778,-100.75599999999994,-102.01700000000001,-115.936,-117.04500000000002,-117.52700000000003,-117.88799999999996,-115.95852040816325
393,19:15:14,40.007904,116.47802,-66.32755102040818,-96.125,-90.477,-96.714,-102.83300000000004,-116.68000000000004,-118.525,-118.52600000000002,-118.20199999999998,-116.1502755102041
395,19:15:14,40.007894,116.47803,-82.88979591836733,-95.94500000000008,-93.54999999999997,-95.955,-104.85499999999998,-116.44400000000002,-118.16300000000001,-118.455,-118.51799999999997,-116.09889795918369
396,19:15:15,40.007884,116.478039,-68.5765306122449,-94.24299999999998,-99.18700000000001,-99.27100000000002,-102.95199999999998,-115.32699999999996,-118.75699999999995,-116.19899999999993,-116.25099999999996,-114.4587653061224
397,19:15:15,40.007865,116.478058,-66.81836734693877,-96.80099999999999,-97.321,-99.20800000000001,-101.18299999999998,-112.82000000000002,-117.68900000000002,-117.64400000000002,-116.68699999999998,-113.1201836734694
398,19:15:16,40.007855,116.478067,-68.76224489795916,-95.56700000000001,-97.31800000000001,-99.08799999999998,-100.64499999999998,-109.84100000000008,-116.02900000000001,-116.84499999999998,-117.73099999999998,-115.46662244897958
399,19:15:16,40.007845,116.478077,-67.08775510204082,-96.45500000000001,-98.506,-101.41999999999999,-103.02699999999999,-114.45099999999996,-117.68399999999994,-116.25000000000001,-115.26899999999998,-112.20487755102042
401,19:15:16,40.007835,116.478085,-66.58775510204082,-93.38600000000001,-98.486,-101.75199999999997,-98.40299999999998,-114.26899999999996,-116.415,-117.03499999999993,-115.31600000000002,-114.49687755102042
402,19:15:17,40.007827,116.478094,-68.22244897959183,-95.17600000000004,-100.80600000000003,-101.58399999999996,-102.62799999999999,-113.44800000000005,-116.57099999999998,-117.30299999999997,-116.22300000000001,-115.70022448979591
403,19:15:17,40.007818,116.478102,-67.09795918367348,-98.27299999999997,-101.76799999999997,-104.99500000000002,-103.08899999999996,-113.98799999999997,-117.38899999999992,-117.62800000000001,-116.54899999999999,-116.23497959183673
404,19:15:17,40.007809,116.47811,-67.74897959183674,-96.26799999999999,-96.925,-104.19299999999996,-101.26199999999999,-114.69400000000003,-117.85300000000001,-115.63400000000003,-117.29399999999998,-115.11248979591839
405,19:15:17,40.0078,116.478119,-65.40102040816328,-74.30399999999997,-72.73200000000001,-76.038,-82.01700000000004,-117.10099999999994,-118.42999999999996,-117.54800000000002,-113.50200000000001,-115.35101020408162
406,19:15:18,40.007782,116.478135,-64.56428571428573,-77.33999999999999,-77.629,-77.863,-80.00500000000001,-117.12099999999995,-117.38699999999997,-117.04899999999994,-117.40200000000003,-116.02364285714287
408,19:15:18,40.007772,116.478144,-65.90816326530611,-76.028,-77.81299999999999,-80.45699999999998,-80.28699999999999,-115.72399999999999,-116.76100000000002,-115.88000000000004,-109.795,-108.30108163265305
409,19:15:19,40.007762,116.478153,-68.07244897959183,-78.74300000000004,-79.00100000000002,-80.94900000000001,-80.08799999999995,-115.27700000000004,-117.42000000000007,-116.77899999999998,-115.45900000000002,-111.12972448979592
410,19:15:19,40.007752,116.478162,-67.7112244897959,-78.71800000000002,-78.79499999999999,-79.479,-81.38000000000005,-110.69099999999995,-114.184,-114.252,-112.66999999999993,-108.462112244898
412,19:15:19,40.007743,116.478169,-67.24489795918366,-81.80600000000003,-78.96099999999998,-75.91100000000002,-82.366,-111.49099999999999,-114.36699999999993,-114.84800000000003,-113.46899999999998,-107.47144897959188
413,19:15:20,40.007735,116.478174,-64.84897959183674,-76.14000000000003,-79.27099999999997,-78.98100000000001,-83.745,-110.98499999999999,-113.90299999999999,-115.45600000000006,-104.76100000000002,-110.16248979591839
414,19:15:20,40.007726,116.47818,-69.79489795918369,-78.44899999999996,-81.529,-79.29699999999998,-81.99399999999997,-112.07400000000005,-113.52599999999998,-113.932,-110.45900000000005,-106.5469489795918
415,19:15:20,40.007718,116.478186,-70.57244897959181,-79.64399999999998,-78.97400000000002,-83.01499999999999,-81.88600000000001,-114.30100000000006,-115.96899999999998,-116.597,-112.103,-108.76172448979592
417,19:15:20,40.007709,116.478192,-77.77244897959186,-89.391,-81.07800000000002,-83.71099999999998,-81.60799999999999,-110.66400000000002,-111.306,-109.28700000000002,-113.45900000000002,-107.8667244897959
418,19:15:21,40.0077,116.478198,-72.23367346938775,-86.26199999999997,-79.90299999999999,-78.96,-80.11400000000002,-107.027,-110.89299999999997,-109.60800000000005,-108.06299999999996,-105.8753367346939
419,19:15:21,40.007691,116.478203,-70.75714285714285,-93.00500000000002,-84.46400000000001,-77.332,-77.58600000000001,-105.54299999999998,-106.61299999999996,-101.86300000000003,-107.77399999999993,-102.49257142857147
420,19:15:21,40.007682,116.478209,-72.83469387755105,-89.44899999999998,-81.44799999999998,-81.711,-81.38399999999996,-109.09599999999999,-108.787,-106.60699999999999,-101.51100000000001,-99.15334693877548
421,19:15:22,40.007673,116.478215,-89.65204081632653,-98.68599999999996,-85.97899999999998,-83.54499999999999,-79.06099999999998,-104.02,-106.44699999999995,-102.49400000000003,-104.98699999999995,-101.4245204081633
422,19:15:22,40.007664,116.478221,-77.54795918367347,-94.44600000000003,-83.14900000000002,-85.96400000000006,-82.05799999999998,-105.51700000000001,-106.70000000000002,-101.93899999999998,-94.17200000000001,-95.73847959183678
424,19:15:23,40.007628,116.478233,-88.78469387755104,-101.34100000000001,-99.56400000000004,-88.75299999999997,-83.20000000000003,-103.32300000000004,-105.25599999999999,-106.41599999999998,-103.32199999999999,-102.65484693877552
425,19:15:24,40.007611,116.478239,-70.01836734693882,-75.825,-77.88499999999998,-82.07800000000002,-74.13399999999999,-105.79799999999992,-103.37700000000002,-99.98500000000004,-99.21200000000003,-91.82618367346932
426,19:15:24,40.007602,116.478241,-88.54081632653063,-100.13000000000002,-94.358,-77.33000000000001,-86.05500000000002,-102.765,-103.73899999999996,-102.834,-99.44999999999999,-96.18640816326537
428,19:15:24,40.007593,116.478243,-95.32857142857145,-99.32000000000002,-97.69400000000003,-82.15500000000003,-85.40500000000002,-102.081,-102.801,-102.78199999999997,-98.55000000000001,-95.40328571428569
429,19:15:25,40.007584,116.478243,-95.48877551020408,-100.36199999999997,-100.66199999999998,-94.60299999999998,-82.90799999999999,-101.21500000000002,-100.00499999999994,-94.541,-94.50299999999997,-93.98088775510205
430,19:15:25,40.007575,116.478242,-82.6938775510204,-96.82199999999999,-95.65,-96.00500000000002,-80.44800000000001,-101.37000000000002,-103.26199999999997,-102.24799999999999,-98.47899999999998,-96.31993877551018
431,19:15:25,40.007566,116.478242,-77.70306122448976,-93.86700000000002,-85.49600000000001,-90.23000000000003,-89.27600000000001,-103.376,-105.03499999999997,-103.30000000000004,-100.65700000000004,-100.12303061224489
432,19:15:26,40.007558,116.478242,-81.1734693877551,-96.53900000000002,-86.60800000000003,-89.60699999999999,-93.90299999999999,-104.459,-102.96999999999994,-102.33099999999999,-99.149,-99.42373469387753
433,19:15:26,40.007549,116.478241,-87.13061224489797,-93.84899999999996,-91.66600000000004,-92.91699999999997,-98.41400000000002,-102.47999999999996,-102.01700000000001,-97.20600000000005,-100.72800000000005,-99.19430612244898
434,19:15:26,40.00754,116.478241,-89.95918367346938,-100.57999999999998,-102.80899999999995,-102.10899999999994,-101.24999999999999,-108.986,-110.82099999999998,-110.19,-105.53100000000002,-102.30859183673464
436,19:15:26,40.007532,116.478238,-89.12959183673468,-98.66100000000002,-99.795,-103.696,-102.87500000000001,-109.98800000000004,-113.38599999999997,-112.01099999999998,-107.74399999999997,-104.67829591836735
437,19:15:27,40.007524,116.478233,-85.53469387755104,-102.515,-101.86900000000006,-103.26599999999999,-105.15800000000002,-111.16299999999997,-112.574,-112.83599999999997,-108.675,-106.71034693877547
438,19:15:27,40.007516,116.478228,-79.29693877551018,-100.76000000000002,-99.55499999999998,-94.46900000000005,-99.24500000000003,-108.60100000000003,-111.43299999999999,-112.709,-111.66999999999996,-111.4059693877551
439,19:15:27,40.007508,116.478223,-77.23673469387757,-97.82500000000002,-100.882,-98.82700000000003,-101.615,-108.97400000000002,-110.65000000000003,-110.88499999999996,-111.94900000000001,-112.12336734693878
440,19:15:28,40.0075,116.478218,-76.48877551020408,-98.803,-101.07700000000003,-102.71100000000003,-97.21700000000004,-110.53500000000003,-111.99700000000001,-114.21099999999993,-117.12800000000003,-113.35888775510207
441,19:15:28,40.007492,116.478213,-75.53775510204082,-101.49900000000004,-101.53299999999999,-99.64299999999999,-99.16399999999997,-111.60399999999998,-117.055,-114.16,-111.73200000000004,-114.84937755102042
443,19:15:28,40.007484,116.478208,-78.93163265306123,-102.26500000000001,-101.13900000000007,-96.87200000000003,-101.93299999999998,-114.70399999999997,-117.37299999999996,-109.513,-107.046,-98.66831632653057
444,19:15:29,40.00748,116.478197,-80.27142857142861,-102.27900000000004,-103.1,-103.14699999999999,-106.154,-111.087,-117.74200000000005,-117.76199999999999,-101.727,-100.11371428571431
445,19:15:29,40.007476,116.478186,-74.46122448979592,-102.84200000000004,-104.51299999999996,-103.19500000000002,-104.51000000000003,-110.94800000000008,-117.52399999999997,-116.329,-113.70900000000007,-110.32161224489799
446,19:15:29,40.007471,116.478175,-79.35102040816328,-103.35600000000002,-105.56900000000003,-106.27300000000007,-104.92400000000002,-110.675,-112.42399999999999,-117.22200000000001,-112.57299999999998,-108.30751020408161
447,19:15:29,40.007467,116.478164,-80.44285714285714,-104.06099999999998,-104.31300000000003,-105.54499999999996,-105.92399999999994,-114.98699999999997,-116.22400000000002,-116.10799999999999,-110.74900000000007,-101.94942857142851
448,19:15:30,40.007463,116.478153,-80.04489795918367,-102.32599999999995,-102.55699999999999,-102.48299999999999,-105.87200000000001,-112.42999999999998,-116.26799999999999,-115.72899999999998,-114.36000000000001,-105.7364489795918
449,19:15:30,40.007459,116.478142,-79.97857142857141,-100.76799999999997,-103.29399999999998,-103.08800000000001,-105.64799999999995,-112.396,-116.83000000000001,-110.155,-115.25499999999992,-109.79578571428574
451,19:15:30,40.007456,116.478129,-77.52959183673472,-101.95000000000003,-105.67300000000003,-104.43200000000004,-109.02300000000005,-115.10000000000005,-114.80399999999996,-116.85099999999997,-112.46199999999997,-114.0142959183674
452,19:15:31,40.007455,116.478115,-79.58877551020409,-102.97399999999995,-104.55799999999999,-106.465,-107.14899999999997,-111.77100000000002,-116.54499999999996,-116.23400000000001,-106.92700000000002,-112.29788775510204
453,19:15:31,40.007453,116.478101,-78.79591836734693,-104.15499999999999,-106.11000000000001,-109.12599999999996,-108.07000000000002,-115.51199999999999,-118.40600000000002,-118.15299999999993,-116.29600000000002,-112.35395918367351
455,19:15:31,40.007452,116.478087,-80.83673469387752,-105.177,-104.70200000000003,-107.43500000000003,-104.779,-111.10600000000001,-116.20999999999997,-116.31700000000002,-112.35400000000001,-109.68536734693875
456,19:15:32,40.007451,116.478074,-76.19693877551022,-100.69099999999999,-103.501,-104.527,-108.39600000000002,-112.088,-116.73899999999996,-115.95799999999997,-115.92500000000004,-114.66896938775511
457,19:15:32,40.00745,116.478061,-75.5183673469388,-102.32799999999999,-105.267,-106.96600000000001,-110.14200000000001,-110.28700000000002,-117.46199999999995,-117.51300000000003,-115.42600000000004,-113.1301836734694
458,19:15:32,40.007449,116.478048,-80.04999999999998,-101.11599999999999,-105.002,-103.82500000000002,-109.93099999999998,-114.23299999999999,-117.51200000000003,-118.30899999999998,-115.94,-114.54249999999998
460,19:15:32,40.007449,116.478033,-80.13061224489793,-103.37500000000004,-104.301,-109.51600000000002,-105.99899999999998,-115.46999999999998,-115.773,-116.81299999999999,-116.61799999999995,-113.777306122449
